MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
14.3,34.1,0,2.028148247,2.442347035,39,1.945910149,2.995732274,4.356708827,3.555348061,6.915326544,6.91204606,0.693147181,0.693147181,2.990719732,3.493472658,0,0,0
16.5,33.9,0,2.302585093,2.610069793,39,2.48490665,2.48490665,4.110873864,3.610917913,6.92096761,6.918200537,0.693147181,0.693147181,3.08190997,3.47506723,0,0,0
16.5,30.3,0,2.397895273,2.208274414,46,2.079441542,2.302585093,4.356708827,3.80666249,6.924317367,6.922052584,2.079441542,0.693147181,2.949688335,3.36729583,0,0,0
17.5,29.9,0,2.028148247,2.282382386,43,2.63905733,2.48490665,4.317488114,3.828641396,6.92706759,6.924514063,2.197224577,0.693147181,3.010620886,3.363841595,0,0,0
14.7,34.2,0,2.028148247,2.624668592,33,1.945910149,2.48490665,4.17438727,3.258096538,6.926380743,6.921953998,0.693147181,0.693147181,3.104586678,3.502549876,0,0,0
17.5,35.8,0,2.341805806,2.660259537,57,1.945910149,2.995732274,4.043051268,3.218875825,6.920474051,6.915227294,0,0.693147181,3.246490992,3.569532696,0,0,0
20.9,35.7,0,2.617395833,2.066862759,50,1.609437912,2.890371758,4.127134385,3.36729583,6.91631851,6.9117473,2.079441542,1.098612289,3.202746443,3.555348061,0,0.405465108,1
17,33.8,0.405465108,2.302585093,2.674148649,52,1.945910149,3.218875825,4.189654742,3.583518938,6.91274282,6.910551366,1.098612289,1.386294361,3.17805383,3.490428515,1,0,0
16,22.8,0,2.595254707,1.945910149,50,2.63905733,2.995732274,4.262679877,4.060443011,6.92096761,6.92096761,2.197224577,1.945910149,2.890371758,3.117949906,0,0,0
15.4,33.8,0,1.824549292,2.493205453,35,2.079441542,2.772588722,4.262679877,3.295836866,6.922840916,6.91770561,2.079441542,0.693147181,2.944438979,3.487375078,0,0,0
17.9,33.2,0,2.433613355,2.240709689,59,2.772588722,3.044522438,4.077537444,4.143134726,6.917210438,6.914830193,1.945910149,2.079441542,3.238678452,3.198673118,0,0.405465108,1
15.2,25.1,0.405465108,2.00148,2.533696814,46,3.044522438,3.36729583,4.143134726,3.761200116,6.925398714,6.923628628,0.693147181,0.693147181,2.895911938,3.214867803,1,0,0
15.1,20.4,0,2.360854001,0.09531018,39,2.890371758,2.995732274,4.158883083,4.025351691,6.926086236,6.92441572,2.197224577,2.197224577,2.93385687,3.015534901,0,0.405465108,1
15.3,19.6,0.405465108,1.791759469,0,33,2.302585093,2.63905733,4.532599493,4.48863637,6.917408536,6.914730893,2.197224577,2.197224577,2.944438979,2.975529566,1,0.405465108,1
17.2,24.7,0.405465108,0.875468737,2.208274414,50,2.995732274,3.36729583,4.394449155,4.276666119,6.913637942,6.91274282,2.079441542,2.197224577,3.015534901,3.131136911,1,0.405465108,0
15.9,19.9,0.405465108,1.887069649,0.955511445,48,2.890371758,3.135494216,4.304065093,4.077537444,6.920079029,6.920770216,2.197224577,2.079441542,2.912350665,2.975529566,0,0,0
10,22.5,0,1.686398954,2.533696814,33,2.48490665,2.079441542,4.025351691,3.850147602,6.927263745,6.925398714,0.693147181,1.098612289,2.753660712,3.144152279,0,0,0
9.9,24.4,0,1.916922612,2.468099531,28,2.079441542,2.079441542,4.110873864,3.663561646,6.930103683,6.927753965,0.693147181,1.609437912,2.844909384,3.165475048,0,0,0
10.3,27.8,0,2.00148,2.388762789,35,1.945910149,2.48490665,4.17438727,3.401197382,6.92981027,6.926675164,1.386294361,1.945910149,2.890371758,3.306886702,0,0,0
15.4,25.7,0,2.054123734,2.219203484,41,2.302585093,2.890371758,4.219507705,3.496507561,6.928635757,6.92549696,2.079441542,2.079441542,2.923161581,3.242592351,0,0,0
12.7,28.8,0,2.128231706,2.302585093,28,1.609437912,2.079441542,4.262679877,3.36729583,6.925103917,6.921066293,0.693147181,1.791759469,2.960105096,3.377587516,0,0,0
13.2,31.3,0,2.028148247,2.533696814,46,1.609437912,3.295836866,4.276666119,3.36729583,6.921756799,6.918200537,0.693147181,1.609437912,3.0301337,3.456316681,0,0,0
15.3,33.2,0,2.341805806,2.653241965,44,1.609437912,3.218875825,4.110873864,2.944438979,6.922545364,6.920671504,0,0.693147181,3.152736022,3.499533282,0,0,0
17.9,33.9,0,2.433613355,2.549445171,46,1.945910149,2.48490665,4.290459441,3.135494216,6.925988047,6.92323485,0.693147181,0.693147181,3.034952987,3.505557397,0,0,0
18,34.9,0,2.32238772,2.388762789,68.5,1.945910149,2.63905733,4.234106505,3.401197382,6.926577033,6.922348281,0.693147181,1.945910149,3.144152279,3.529297384,0,0.405465108,1
17.6,27.8,0.405465108,2.415913778,1.526056303,39,2.63905733,2.63905733,4.204692619,3.912023005,6.92323485,6.921460926,2.079441542,2.197224577,3.109060959,3.306886702,1,0.405465108,1
16,23.8,0.405465108,1.85629799,1.974081026,30,2.48490665,2.48490665,4.304065093,3.912023005,6.927459862,6.925693424,2.197224577,2.079441542,2.862200881,3.173878459,1,0,0
14.9,28.8,0,1.916922612,2.208274414,30,2.079441542,2.48490665,4.276666119,3.80666249,6.926773285,6.923136381,2.079441542,1.098612289,3.000719815,3.33220451,0,0,0
17.1,29.6,0,1.916922612,2.32238772,48,2.302585093,2.890371758,4.219507705,3.663561646,6.925300458,6.921460926,1.945910149,2.079441542,3.122364924,3.404525172,0,0.405465108,1
18.2,22.6,0.405465108,2.197224577,0,33,2.079441542,2.63905733,4.532599493,4.343805422,6.923037903,6.920177799,2.197224577,2.197224577,2.970414466,3.139832618,1,0.405465108,1
16.8,22.8,0.405465108,1.335001067,0.262364264,30,2.079441542,2.48490665,4.48863637,4.276666119,6.918695219,6.916516785,2.197224577,2.197224577,2.965273066,3.113515309,1,0.405465108,0
13.6,27.4,0.405465108,1.335001067,2.197224577,52,1.945910149,3.218875825,4.356708827,3.737669618,6.910850484,6.908542469,1.609437912,2.079441542,2.980618636,3.314186005,0,0,0
14.5,24.2,0,2.054123734,1.931521412,61,2.48490665,3.044522438,4.343805422,4.343805422,6.910414241,6.908542469,2.079441542,2.079441542,2.939161922,3.058707073,0,0.405465108,1
12.4,19.9,0.405465108,1.85629799,1.887069649,41,2.079441542,3.044522438,4.33073334,4.077537444,6.91631851,6.913737351,2.079441542,2.079441542,2.681021529,2.980618636,1,0,0
10.4,20.9,0,1.609437912,2.292534757,33,2.772588722,2.890371758,4.189654742,3.951243719,6.916417652,6.915525016,1.945910149,1.945910149,2.694627181,2.980618636,0,0,0
9.1,23.1,0,1.916922612,2.360854001,41,2.890371758,2.63905733,4.204692619,3.63758616,6.922249725,6.920079029,0.693147181,2.079441542,2.708050201,3.109060959,0,0,0
8.9,26,0,1.791759469,2.459588842,31,2.079441542,2.63905733,4.317488114,3.555348061,6.92471072,6.92037531,0.693147181,1.791759469,2.747270914,3.226843995,0,0.405465108,1
14.5,24.2,0.405465108,2.028148247,1.931521412,48,2.302585093,2.890371758,4.564348191,4.110873864,6.919486202,6.915525016,2.197224577,1.791759469,2.821378886,3.161246712,1,0.405465108,1
12.6,18.2,0.405465108,1.435084525,0.336472237,30,2.63905733,2.772588722,4.406719247,4.304065093,6.918695219,6.91968385,2.079441542,2.197224577,2.850706502,2.879198457,1,0.182321557,0
8.6,24.2,0.182321557,1.335001067,2.617395833,33,2.48490665,2.302585093,4.158883083,3.63758616,6.926086236,6.923727048,0.693147181,0.693147181,2.687847494,3.135494216,0,0,0
10.8,25.2,0,1.887069649,2.610069793,35,2.079441542,2.079441542,4.248495242,3.496507561,6.928733685,6.925300458,0.693147181,0.693147181,2.772588722,3.230804396,0,0,0
11.2,26.1,0,2.104134154,2.610069793,39,2.079441542,2.995732274,4.276666119,3.713572067,6.931374145,6.928537818,0.693147181,0.693147181,2.791165108,3.246490992,0,0,0
12.1,24.1,0,2.128231706,2.415913778,46,2.302585093,2.63905733,4.17438727,3.850147602,6.933617939,6.929908084,2.079441542,0.693147181,2.797281335,3.157000421,0,0,0
10.8,25.8,0,2.054123734,2.541601993,31,2.079441542,2.48490665,4.290459441,3.761200116,6.92981027,6.925988047,1.791759469,1.609437912,2.901421594,3.222867846,0,0,0
11.4,27.1,0,1.887069649,2.57261223,33,1.945910149,2.772588722,4.248495242,3.663561646,6.926184414,6.921460926,0.693147181,1.098612289,2.884800713,3.299533728,0,0,0
12,28.9,0,2.104134154,2.219203484,39,1.098612289,2.302585093,4.369447852,3.465735903,6.920868918,6.917804615,1.098612289,2.079441542,2.912350665,3.387774361,0,0.405465108,1
16.3,24.8,0.405465108,2.174751721,1.568615918,50,1.609437912,2.079441542,4.48863637,4.043051268,6.920474051,6.917111374,2.079441542,2.079441542,2.917770732,3.218875825,1,0.405465108,1
12.7,28.6,0.405465108,1.435084525,2.261763098,50,1.609437912,3.36729583,4.369447852,3.761200116,6.9170123,6.911049846,1.791759469,1.791759469,2.862200881,3.346389145,1,0,0
12.7,25.1,0,2.174751721,2.595254707,46,3.044522438,3.295836866,4.060443011,3.496507561,6.916120195,6.914134886,0.693147181,0.693147181,2.815408719,3.238678452,0,0,0
12,23.8,0,2.433613355,2.595254707,44,2.772588722,3.433987204,4.007333185,3.555348061,6.916615907,6.915921842,0,0.693147181,2.778819272,3.173878459,0,0,0
11.5,25.9,0,1.824549292,2.415913778,44,2.302585093,2.079441542,4.262679877,3.583518938,6.925005632,6.922939414,1.945910149,1.098612289,2.821378886,3.230804396,0,0,0
13,28.2,0,1.791759469,2.533696814,44,1.609437912,2.890371758,4.317488114,3.33220451,6.926184414,6.923037903,1.386294361,1.945910149,2.912350665,3.33220451,0,0,0
11.7,27.6,0,2.174751721,2.208274414,48,1.609437912,3.433987204,4.317488114,3.258096538,6.922249725,6.917804615,1.098612289,1.945910149,2.923161581,3.325036021,0,0,0
14.8,17.3,0,2.151762203,0.587786665,48,2.63905733,2.63905733,4.317488114,4.369447852,6.918695219,6.918596302,2.079441542,2.079441542,2.815408719,2.791165108,0,0.405465108,1
7.7,18.4,0.405465108,1.824549292,2.564949357,48,3.198673118,2.890371758,4.077537444,3.555348061,6.924120633,6.923136381,1.791759469,0.693147181,2.451005098,2.879198457,1,0,0
4.4,21.8,0,1.974081026,2.57261223,35,2.772588722,2.772588722,4.110873864,3.465735903,6.929321057,6.927851981,0.693147181,0.693147181,2.541601993,3.044522438,0,0,0
7.4,24.4,0,1.974081026,2.533696814,35,2.079441542,2.48490665,4.189654742,3.63758616,6.93468928,6.931667099,0,1.098612289,2.58021683,3.139832618,0,0,0
8.3,27.3,0,1.887069649,2.406945108,35,1.945910149,2.302585093,4.369447852,3.36729583,6.933812813,6.928929514,0.693147181,0.693147181,2.694627181,3.277144733,0,0,0
10.1,28.2,0,1.945910149,2.116255515,39,1.945910149,2.079441542,4.290459441,3.36729583,6.929614613,6.926773285,0.693147181,2.079441542,2.809402695,3.33220451,0,0,0
12,27.6,0,1.945910149,2.48490665,46,2.079441542,1.945910149,4.248495242,3.583518938,6.933910236,6.93069025,0.693147181,0.693147181,2.815408719,3.303216973,0,0,0
12.9,31.8,0,1.945910149,2.509599262,41,1.945910149,2.302585093,4.343805422,3.218875825,6.932350326,6.927851981,1.098612289,1.386294361,2.912350665,3.433987204,0,0,0
10.8,29.2,0,2.240709689,2.140066163,50,1.945910149,2.302585093,4.043051268,3.555348061,6.930103683,6.926282584,0,2.079441542,2.917770732,3.356897123,0,0.405465108,1
9.5,27.4,0.405465108,1.757857918,2.525728644,24,1.945910149,2.302585093,4.382026635,3.688879454,6.933130585,6.929223186,0.693147181,2.079441542,2.708050201,3.254242969,1,0,0
12.1,27.8,0,1.791759469,2.525728644,41,2.079441542,2.48490665,4.204692619,3.526360525,6.933228075,6.931569457,0,0.693147181,2.93385687,3.33220451,0,0,0
12.5,31.7,0,2.028148247,2.501435952,24,1.945910149,2.302585093,4.317488114,3.36729583,6.933325555,6.928929514,0.693147181,0.693147181,2.901421594,3.437207819,0,0,0
13.9,34.7,0,2.00148,2.251291799,46,2.48490665,2.079441542,3.931825633,2.944438979,6.931276474,6.927851981,0,1.386294361,3.054001182,3.517497837,0,0.182321557,0
13.3,31.7,0.182321557,2.174751721,2.48490665,44,1.945910149,3.36729583,4.394449155,3.17805383,6.930103683,6.926184414,1.098612289,1.791759469,2.917770732,3.456316681,0,0,0
13.2,33.1,0,2.261763098,2.370243741,39,2.079441542,2.079441542,4.521788577,2.944438979,6.929418919,6.926282584,2.079441542,0.693147181,2.839078464,3.487375078,0,0,0
12.3,33.8,0,2.104134154,2.509599262,22,2.302585093,2.63905733,4.060443011,2.772588722,6.931081104,6.927655941,0,0.693147181,2.939161922,3.517497837,0,0,0
13.8,35.2,0,2.00148,2.501435952,48,2.079441542,1.609437912,3.871201011,2.772588722,6.930983405,6.927851981,1.791759469,1.098612289,3.109060959,3.55820113,0,0,0
11.3,32.3,0,2.341805806,2.517696473,28,1.609437912,1.945910149,3.80666249,2.890371758,6.932740532,6.929223186,1.791759469,1.098612289,2.954910279,3.449987546,0,0,0
11.7,30.2,0,2.174751721,2.501435952,33,2.302585093,2.63905733,4.304065093,3.135494216,6.932740532,6.929125305,0.693147181,0,2.928523524,3.394508394,0,0,0
12.5,29.9,0,1.916922612,2.459588842,43,0,2.995732274,4.343805422,3.433987204,6.931178794,6.927361809,0,0.693147181,2.879198457,3.407841924,0,0,0
15.1,26.2,0,2.302585093,2.379546134,31,1.609437912,2.772588722,4.094344562,3.891820298,6.930592513,6.927263745,0.693147181,1.609437912,3.0301337,3.238678452,0,0,0
11.5,29.3,0,1.824549292,2.197224577,46,0,3.295836866,4.343805422,3.583518938,6.922446828,6.918101571,2.079441542,2.079441542,2.895911938,3.353406718,0,0,0
13,14.8,0,2.219203484,0,30,2.302585093,2.890371758,4.356708827,4.143134726,6.925988047,6.927851981,2.079441542,2.197224577,2.660259537,2.701361213,0,0,0
11.6,19.6,0,1.335001067,0.955511445,33,1.945910149,2.890371758,4.276666119,4.17438727,6.932057572,6.930299243,2.079441542,2.197224577,2.708050201,2.939161922,0,0,0
12.8,24.9,0,1.223775432,1.974081026,30,1.945910149,2.079441542,4.343805422,3.80666249,6.931667099,6.927851981,2.079441542,1.945910149,2.803360381,3.226843995,0,0.405465108,0
15.5,22.4,0.405465108,1.757857918,1.064710737,28,1.945910149,2.995732274,4.49980967,4.234106505,6.927263745,6.924022251,2.197224577,2.079441542,2.895911938,3.095577609,0,0.405465108,1
13.1,17.4,0.405465108,1.335001067,0,43,2.48490665,3.044522438,4.553876892,4.501197596,6.918893023,6.915227294,2.197224577,2.197224577,2.856470206,2.867898902,1,0.405465108,1
12.6,20.2,0.405465108,1.280933845,2.312535424,46,2.890371758,3.044522438,4.343805422,3.931825633,6.916615907,6.917111374,1.791759469,1.609437912,2.778819272,2.912350665,1,0,0
4.4,18.3,0,1.722766598,2.360854001,33,2.079441542,2.890371758,4.394449155,3.610917913,6.923431758,6.921263629,0.693147181,1.098612289,2.240709689,2.912350665,0,0,0
4.4,18.2,0,1.526056303,2.48490665,31,2.079441542,2.995732274,4.369447852,3.583518938,6.925988047,6.923628628,0.693147181,1.386294361,2.32238772,2.901421594,0,0,0
